"id","Moves_identifier","identifier","power","pp","accuracy","priority","Move_targets_identifier","Move_damage_classes_identifier","short_effect","effect","effect_chance","Move_meta_categories_identifier","Move_meta_ailments_identifier","min_hits","max_hits","min_turns","max_turns","drain","healing","crit_rate","ailment_chance","flinch_chance","stat_chance","flavor_text","stat_id","effectivity","flags","change"
555,"snarl","dark","55",15,"95",0,"all-opponents","special","Has a $effect_chance% chance to lower the target's Special Attack by one stage.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to lower the target's [Special Attack]{mechanic:special-attack} by one [stage]{mechanic:stage}.","100","damage+lower","none",,,,,0,0,0,0,0,100,"The user yells as if it’s ranting about
something, which lowers the Sp. Atk stat
of opposing Pokémon.","4",,,"-1"
556,"icicle-crash","ice","85",10,"90",0,"selected-pokemon","physical","Has a $effect_chance% chance to make the target flinch.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to make the target []{mechanic:flinch}.","30","damage","none",,,,,0,0,0,0,30,0,"The user attacks by harshly dropping
large icicles onto the target.
This may also make the target flinch.",,,,
557,"v-create","fire","180",5,"95",0,"selected-pokemon","physical","Lowers the user's Defense, Special Defense, and Speed by one stage each.","Inflicts [regular damage]{mechanic:regular-damage}.  Lowers the user's [Defense]{mechanic:defense}, [Special Defense]{mechanic:special-defense}, and [Speed]{mechanic:speed} by one [stage]{mechanic:stage} each.","100","damage+raise","none",,,,,0,0,0,0,0,100,"With a hot flame on its forehead, the user
hurls itself at its target. This lowers the
user’s Defense, Sp. Def, and Speed stats.","6",,,"-1"
558,"fusion-flare","fire","100",5,"100",0,"selected-pokemon","special","With [Fusion Bolt]{move:fusion-bolt}, inflicts double damage.","Inflicts [regular damage]{mechanic:regular-damage}.  If a friendly Pokémon used []{move:fusion-bolt} earlier this turn, this move has double power.",,"damage","none",,,,,0,0,0,0,0,0,"The user brings down a giant flame.
This move is more powerful when
influenced by an enormous thunderbolt.",,,,
559,"fusion-bolt","electric","100",5,"100",0,"selected-pokemon","physical","With [Fusion Flare]{move:fusion-flare}, inflicts double damage.","Inflicts [regular damage]{mechanic:regular-damage}.  If a friendly Pokémon used []{move:fusion-flare} earlier this turn, this move has double power.",,"damage","none",,,,,0,0,0,0,0,0,"The user throws down a giant thunderbolt.
This move is more powerful when
influenced by an enormous flame.",,,,
560,"flying-press","fighting","80",10,"95",0,"selected-pokemon","physical","Deals both []{type:fighting} and []{type:flying}-type damage.","Inflicts regular damage.  For the purposes of type effectiveness, this move is both []{type:fighting}- and []{type:flying}-type: its final effectiveness is determined by multiplying the effectiveness of each type against each of the target's types.

For",,"damage","none",,,,,0,0,0,0,0,0,"The user dives down onto the target
from the sky. This move is Fighting
and Flying type simultaneously.",,,,
561,"mat-block","fighting",,10,,0,"users-field","status","Protects all friendly Pokémon from damaging moves.  Only works on the first turn after the user is sent out.","Protects all friendly Pokémon from damaging moves.  Only works on the first turn after the user is sent out.",,"field-effect","none",,,,,0,0,0,0,0,0,"Using a pulled-up mat as a shield, the user
protects itself and its allies from damaging moves.
This does not stop status moves.",,,,
562,"belch","poison","120",10,"90",0,"selected-pokemon","special","Can only be used after the user has eaten a berry.","Inflicts regular damage.  Can only be used if the user has eaten a berry since the beginning of the battle.

After the user eats a berry, it may use this move any number of times until the end of the battle, even if it switches out.  Eating a held berry",,"damage","none",,,,,0,0,0,0,0,0,"The user lets out a damaging belch
at the target. The user must eat a held
Berry to use this move.",,,,
563,"rototiller","ground",,10,,0,"all-pokemon","status","Raises the Attack and Special Attack of all []{type:grass} Pokémon in battle.","Raises the Attack and Special Attack of all []{type:grass} Pokémon in battle.","100","net-good-stats","none",,,,,0,0,0,0,0,100,"Tilling the soil, the user makes it easier
for plants to grow. This raises the Attack
and Sp. Atk stats of Grass-type Pokémon.","2",,,"1"
564,"sticky-web","bug",,20,,0,"opponents-field","status","Covers the opposing field, lowering opponents' Speed by one stage upon switching in.","Shoots a web over the opponents' side of the field, which lowers the Speed of any opposing Pokémon that enters the field by one stage.

Pokémon in the air, such as []{type:flying}-types and those with []{ability:levitate}, are unaffected.  []{move:rap",,"field-effect","none",,,,,0,0,0,0,0,0,"The user weaves a sticky net around
the opposing team, which lowers their
Speed stat upon switching into battle.",,,,
565,"fell-stinger","bug","30",25,"100",0,"selected-pokemon","physical","Raises the user's Attack by two stages if it KOs the target.","Inflicts regular damage.  Raises the user's Attack by two stages if it KOs the target.",,"damage","none",,,,,0,0,0,0,0,0,"When the user knocks out a target
with this move, the user’s Attack stat
rises sharply.",,,,
566,"phantom-force","ghost","90",10,"100",0,"selected-pokemon","physical","User vanishes, dodging all attacks, and hits next turn.  Hits through Protect and Detect.","Inflicts [regular damage]{mechanic:regular-damage}.  User vanishes for one turn, becoming immune to attack, and hits on the second turn.

This move ignores the effects of []{move:detect} and []{move:protect}.

This move cannot be selected by []{move:s",,"damage","none",,,,,0,0,0,0,0,0,"The user vanishes somewhere, then strikes
the target on the next turn.
This move hits even if the target protects itself.",,,,
567,"trick-or-treat","ghost",,20,"100",0,"selected-pokemon","status","Adds []{type:ghost} to the target's types.","Adds []{type:ghost} to the target's types.",,"unique","none",,,,,0,0,0,0,0,0,"The user takes the target trick-or-treating.
This adds Ghost type to the target’s type.",,,,
568,"noble-roar","normal",,30,"100",0,"selected-pokemon","status","Lowers the target's Attack and Special Attack by one stage.","Lowers the target's Attack and Special Attack by one stage.","100","net-good-stats","none",,,,,0,0,0,0,0,100,"Letting out a noble roar, the user
intimidates the target and lowers
its Attack and Sp. Atk stats.","4",,,"-1"
569,"ion-deluge","electric",,25,,1,"entire-field","status","Changes all []{type:normal} moves to []{type:electric} moves for the rest of the turn.","Changes all Pokémon's []{type:normal} moves to []{type:electric} moves for the rest of the turn.",,"whole-field-effect","none",,,,,0,0,0,0,0,0,"The user disperses electrically charged
particles, which changes Normal-type
moves to Electric-type moves.",,,,
570,"parabolic-charge","electric","50",20,"100",0,"all-other-pokemon","special","Heals the user for half the total damage dealt to all targets.","Heals the user for half the total damage dealt to all targets.",,"damage+heal","none",,,,,50,0,0,0,0,0,"The user attacks everything around it.
The user’s HP is restored by half
the damage taken by those hit.",,,,
571,"forests-curse","grass",,20,"100",0,"selected-pokemon","status","Adds []{type:grass} to the target's types.","Adds []{type:grass} to the target's types.",,"unique","none",,,,,0,0,0,0,0,0,"The user puts a forest curse on the target.
Afflicted targets are now Grass type as well.",,,,
572,"petal-blizzard","grass","90",15,"100",0,"all-other-pokemon","physical","Inflicts regular damage with no additional effect.","Inflicts [regular damage]{mechanic:regular-damage}.",,"damage","none",,,,,0,0,0,0,0,0,"The user stirs up a violent petal blizzard
and attacks everything around it.",,,,
573,"freeze-dry","ice","70",20,"100",0,"selected-pokemon","special","Super-effective against []{type:water}.","Deals regular damage.  This move is super-effective against the []{type:water} type.

The target's other type will affect damage as usual.  If this move's type is changed, it remains super-effective against Water regardless of its type.","10","damage+ailment","freeze",,,,,0,0,0,10,0,0,"The user rapidly cools the target.
This may also leave the target frozen.
This move is super effective on Water types.",,,,
574,"disarming-voice","fairy","40",15,,0,"all-opponents","special","Never misses.","Inflicts [regular damage]{mechanic:regular-damage}.  Ignores [accuracy]{mechanic:accuracy} and [evasion]{mechanic:evasion} modifiers.",,"damage","none",,,,,0,0,0,0,0,0,"Letting out a charming cry, the user does
emotional damage to opposing Pokémon.
This attack never misses.",,,,
575,"parting-shot","dark",,20,"100",0,"selected-pokemon","status","Lowers all targets' Attack and Special Attack by one stage.  Makes the user switch out.","Lowers all targets' Attack and Special Attack by one stage.  Makes the user switch out.","100","net-good-stats","none",,,,,0,0,0,0,0,100,"With a parting threat, the user lowers
the target’s Attack and Sp. Atk stats.
Then it switches with a party Pokémon.","2",,,"-1"
576,"topsy-turvy","dark",,20,,0,"selected-pokemon","status","Inverts the target's stat modifiers.","Inverts the target's stat modifiers.",,"unique","none",,,,,0,0,0,0,0,0,"All stat changes affecting the target
turn topsy-turvy and become the
opposite of what they were.",,,,
577,"draining-kiss","fairy","50",10,"100",0,"selected-pokemon","special","Drains 75% of the damage inflicted to heal the user.","Deals regular damage.  Drains 75% of the damage inflicted to heal the user.",,"damage+heal","none",,,,,75,0,0,0,0,0,"The user steals the target’s energy with a kiss.
The user’s HP is restored by over half
of the damage taken by the target.",,,,
578,"crafty-shield","fairy",,10,,3,"users-field","status","Protects all friendly Pokémon from non-damaging moves.","Protects all friendly Pokémon from non-damaging moves for the rest of the turn.

Unlike other blocking moves, this move may be used consecutively without its chance of success falling.",,"field-effect","none",,,,,0,0,0,0,0,0,"The user protects itself and its allies from
status moves with a mysterious power.
This does not stop moves that do damage.",,,,
579,"flower-shield","fairy",,10,,0,"all-pokemon","status","Raises the Defense of all []{type:grass} Pokémon in battle.","Raises the Defense of all []{type:grass} Pokémon in battle.","100","unique","none",,,,,0,0,0,0,0,100,"The user raises the Defense stat
of all Grass-type Pokémon in battle
with a mysterious power.","3",,,"1"
580,"grassy-terrain","grass",,10,,0,"entire-field","status","For five turns, heals all Pokémon on the ground for 1/16 max HP each turn and strengthens their []{type:grass} moves to 1.5× their power.","For five turns, heals all Pokémon on the ground for 1/16 their max HP each turn and strengthens their []{type:grass} moves to 1.5× their power.

Changes []{move:nature-power} to []{move:energy-ball}.",,"whole-field-effect","none",,,,,0,0,0,0,0,0,"The user turns the ground under everyone’s feet
to grass for five turns. This restores the HP of
Pokémon on the ground a little every turn.",,,,
581,"misty-terrain","fairy",,10,,0,"entire-field","status","For five turns, protects all Pokémon on the ground from major status ailments and confusion, and halves the power of incoming []{type:dragon} moves.","For five turns, protects all Pokémon on the ground from major status ailments and confusion and weakens []{type:dragon} moves used against them to 0.5× their power.

Changes []{move:nature-power} to []{move:moonblast}.",,"whole-field-effect","none",,,,,0,0,0,0,0,0,"The user covers the ground under everyone’s feet
with mist for five turns. This protects Pokémon
on the ground from status conditions.",,,,
582,"electrify","electric",,20,,0,"selected-pokemon","status","Changes the target's move's type to []{type:electric} if it hasn't moved yet this turn.","Changes the target's move's type to []{type:electric} if it hasn't moved yet this turn.",,"unique","none",,,,,0,0,0,0,0,0,"If the target is electrified before it uses
a move during that turn, the target’s
move becomes Electric type.",,,,
583,"play-rough","fairy","90",10,"90",0,"selected-pokemon","physical","Has a $effect_chance% chance to lower the target's Attack by one stage.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to lower the target's [Attack]{mechanic:attack} by one [stage]{mechanic:stage}.","10","damage+lower","none",,,,,0,0,0,0,0,10,"The user plays rough with the target
and attacks it. This may also lower
the target’s Attack stat.","2",,,"-1"
